"The binary address issued to data or instructions are called as ______","Physical address","Location","Relocatable address","Logical address","d"
"__________ is used to implement virtual memory organisation.","Page table","Frame table","MMU","None of the mentioned","c"
"______ translates the logical address into a physical address.","MMU","Translator","Compiler","Linker","a"
"The main aim of virtual memory organisation is ________","To provide effective memory access","To provide better memory transfer","To improve the execution of the program","All of the mentioned","d"
"The virtual memory basically stores the next segment of data to be executed on the _________","Secondary storage","Disks","RAM","ROM","a"
"The associatively mapped virtual memory makes use of _______","TLB","Page table","Frame table","None of the mentioned","a"
"The digital information is stored on the hard disk by ____________","Applying a suitable electric pulse","Applying a suitable magnetic field","Applying a suitable nuclear field","By using optic waves","a"
"One of the most widely used schemes of encoding used is _________","NRZ-polar","RZ-polar","Manchester","Block encoding","c"
"The drawback of Manchester encoding is _________","The cost of the encoding scheme","The speed of encoding the data","The Latency offered","The low bit storage density provided","d"
"_____ pushes the heads away from the surface as they rotate at their standard rates.","Magnetic tension","Electric force","Air pressure","None of the mentioned","c"
"The air pressure can be countered by putting ______ in the head-disc surface arrangement.","Air filter","Spring mechanism","coolant","None of the mentioned","b"
"The method of placing the heads and the discs in an air tight environment is also called as ______","RAID Arrays","ATP tech","Winchester technology","Fleming reduction","c"
"The set of corresponding tracks on all surfaces of a stack of disks form a ______","Cluster","Cylinder","Group","Set","b"
"The data can be accessed from the disk using _________","Surface number","Sector number","Track number","All of the mentioned","d"
"The read and write operations usually start at ______ of the sector.","Center","Middle","From the last used point","Boundaries","d"
"To distinguish between two sectors we make use of ________","Inter sector gap","Splitting bit","Numbering bit","None of the mentioned","a"
"The _____ process divides the disk into sectors and tracks.","Creation","Initiation","Formatting","Modification","c"
"The access time is composed of __________","Seek time","Rotational delay","Latency","Both Seek time and Rotational delay","d"
"The disk drive is connected to the system by using the _____","PCI bus","SCSI bus","HDMI","ISA","b"
"_______ is used to deal with the difference in the transfer rates between the drive and the bus.","Data repeaters","Enhancers","Data buffers","None of the mentioned","c"
"_______ is used to detect and correct the errors that may occur during data transfers.","ECC","CRC","Checksum","None of the mentioned","a"
"The logic operations are implemented using _______ circuits.","Bridge","Logical","Combinatorial","Gate","c"
"Which option is true regarding the carry in the ripple adders?","Are generated at the beginning only","Must travel through the configuration","Is generated at the end of each operation","None of the mentioned","b"
"In full adders the sum circuit is implemented using ________","And & or gates","NAND gate","XOR","XNOR","c"
"The usual implementation of the carry circuit involves _________","And & or gates","XOR","NAND","XNOR","b"
"A _______ gate is used to detect the occurrence of an overflow.","NAND","XOR","XNOR","AND","b"
"The delay reduced to in the carry look ahead adder is __________","5","8","10","2n","a"
"We make use of ______ circuits to implement multiplication.","Flip flops","Combinatorial","Fast adders","None of the mentioned","c"
"The multiplier is stored in ______","PC Register","Shift register","Cache","None of the mentioned","b"
"The ______ is used to coordinate the operation of the multiplier.","Controller","Coordinator","Control sequencer","None of the mentioned","c"
"The multiplicand and the control signals are passed through to the n-bit adder via _____","MUX","DEMUX","Encoder","Decoder","a"
"The product of -13 & 11 is ______________","1100110011","1101110001","1010101010","1111111000","b"
"The method used to reduce the maximum number of summands by half is _______","Fast multiplication","Bit-pair recording","Quick multiplication","None of the mentioned","b"
"The bits 1 & 1 are recorded as _______ in bit-pair recording.","-1","0","+1","both -1 and 0","d"
"The multiplier -6(11010) is recorded as _______","0-1-2","0-1+1-10","-2-10","None of the mentioned","a"
"CSA stands for?","Computer Speed Addition","Carry Save Addition","Computer Service Architecture","None of the mentioned","a"
"The numbers written to the power of 10 in the representation of decimal numbers are called as _____","Height factors","Size factors","Scale factors","None of the mentioned","c"
"________ constitute the representation of the floating number.","Sign","Significant digits","Scale factor","All of the mentioned","d"
"The sign followed by the string of digits is called as ______","Significant","Determinant","Mantissa","Exponent","c"
"The normalized representation of 0.0010110 * 2  9 is _______","0 10001000 0010110","0 10000101 0110","0 10101010 1110","0 11110100 11100","b"
"The 32 bit representation of the decimal number is called as ___________","Double-precision","Single-precision","Extended format","None of the mentioned","b"
"In 32 bit representation the scale factor as a range of ________","-128 to 127","-256 to 255","0 to 255","None of the mentioned","a"
"When the processor executes multiple instructions at a time it is said to use _______","single issue","Multiplicity","Visualization","Multiple issues","d"
"The ______ plays a very vital role in case of super scalar processors.","Compilers","Motherboard","Memory","Peripherals","a"
"The step where in the results stored in the temporary register is transferred into the permanent register is called as ______","Final step","Commitment step","Last step","Inception step","b"
"A special unit used to govern the out of order execution of the instructions is called as ______","Commitment unit","Temporal unit","Monitor","Supervisory unit","a"
"The commitment unit uses a queue called ______","Record buffer","Commitment buffer","Storage buffer","None of the mentioned","a"
"The computer architecture aimed at reducing the time of execution of instructions is ________","CISC","RISC","ISA","ANNA","b"
"The Sun micro systems processors usually follow _____ architecture.","CISC","ISA","ULTRA SPARC","RISC","d"
"The iconic feature of the RISC machine among the following is _______","Reduced number of addressing modes","Increased memory size","Having a branch delay slot","All of the mentioned","c"
"Both the CISC and RISC architectures have been developed to reduce the ______","Cost","Time delay","Semantic gap","All of the mentioned","c"
"Out of the following which is not a CISC machine.","IBM 370/168","VAX 11/780","Intel 80486","Motorola A567","d"
"Pipe-lining is a unique feature of _______","RISC","CISC","ISA","IANA","a"
"In CISC architecture most of the complex instructions are stored in _____","Register","Diodes","CMOS","Transistors","d"
"Which of the architecture is power efficient?","CISC","RISC","ISA","IANA","b"
"The periods of time when the unit is idle is called as ________","Stalls","Bubbles","Hazards","Both Stalls and Bubbles","d"
"The contention for the usage of a hardware device is called ______","Structural hazard","Stalk","Deadlock","None of the mentioned","a"
"The situation wherein the data of operands are not available is called ______","Data hazard","Stock","Deadlock","Structural hazard","a"
"The stalling of the processor due to the unavailability of the instructions is called as ___________","Control hazard","structural hazard","Input hazard","None of the mentioned","a"
"The time lost due to the branch instruction is often referred to as ____________","Latency","Delay","Branch penalty","None of the mentioned","c"
"____________ method is used in centralized systems to perform out of order execution.","Scorecard","Score boarding","Optimizing","Redundancy","b"
"The algorithm followed in most of the systems to perform out of order execution is __________","Tomasulo algorithm","Score carding","Reader-writer algorithm","None of the mentioned","a"
"The problem where process concurrency becomes an issue is called as ___________","Philosophers problem","Bakery problem","Bankers problem","Reader-writer problem","d"
"Each computer in a cluster is connected using __________","UTP","Rj-45","STP","Coaxial cable","b"
"The computer cluster architecture emerged as a result of _________","ISA","Workstation","Super computers","Distributed systems","d"
"The software which governs the group of computers is __________","Driver Rd45","Interface UI","Clustering middleware","Distributor","c"
"The simplest form of a cluster is __________ approach.","Beowolf","Sequoia","Stone","None of the mentioned","a"
"The cluster formation in which the work is divided equally among the systems is ______","Load-configuration","Load-Division","Light head","Both Load-configuration and Load-Division","a"
"In the client server model of the cluster _________ approach is used.","Load configuration","FIFO","Bankers algorithm","Round robin","d"
"The beowolf structure follows the __________ approach of a relationship between the systems.","Master-slave","Asynchronous","Synchronous","Isochronous","a"
"The most common modes of communication in clusters are ______","Message queues","Message passing interface","PVm","Both Message passing interface and PVm","d"
"The important feature of the VLIW is _______","ILP","Cost effectiveness","Performance","None of the mentioned","a"
"The main difference between the VLIW and the other approaches to improve performance is ___________","Cost effectiveness","Increase in performance","Lack of complex hardware design","All of the mentioned","c"
"The VLIW processors are much simpler as they do not require of _________","Computational register","Complex logic circuits","SSD slots","Scheduling hardware","d"
"The VLIW architecture follows _____ approach to achieve parallelism.","MISD","SISD","SIMD","MIMD","d"
"To compute the direction of the branch the VLIW uses _____________","Seekers","Heuristics","Direction counter","Compass","b"
"EPIC stands for?","Explicitly Parallel Instruction Computing","External Peripheral Integrating Component","External Parallel Instruction Computing","None of the mentioned","a"
"The cache bridges the speed gap between ______ and __________","RAM and ROM","RAM and Secondary memory","Processor and RAM","None of the mentioned","c"
"The virtual memory bridges the size and speed gap between __________ and __________","RAM and ROM","RAM and Secondary memory","Processor and RAM","None of the mentioned","b"
"The higher order bits of the virtual address generated by the processor forms the _______","Table number","Frame number","List number","Page number","d"
"The lower order bits of the virtual address forms the __________","Page number","Frame number","Block number","Offset","d"
"The area in the main memory that can hold one page is called as ___________","Page entry","Page frame","Frame","Block","b"
"The starting address of the page table is stored in __________","TLB","R0","Page table base register","None of the mentioned","c"
"The _______ bit is used to indicate the validity of the page.","Valid bit","Invalid bit","Correct bit","None of the mentioned","a"
"The bit used to store whether the page has been modified or not is called as _______","Dirty bit","Modify bit","Relocation bit","None of the mentioned","a"
"The page table should be ideally situated within ____________","Processor","TLB","MMU","Cache","c"
"If the page table is large then it is stored in __________","Processor","Main memory","Disk","Secondary storage","b"
"The TLB is incorporated as part of the _________","Processor","MMU","Disk","RAM","b"
"Whenever a request to the page that is not present in the main memory is accessed ______ is triggered.","Interrupt","Request","Page fault","None of the mentioned","c"
"The general purpose registers are combined into a block called as ______","Register bank","Register Case","Register file","None of the mentioned","c"
"The word length in the 68000 computer is _______","32 bit","64 bit","16 bit","8 bit","c"
"The 68000 has a max of how many data registers?","16","20","10","8","d"
"When an operand is stored in a register it is _______","Stored in the lower order bits of the register","Stored in the higher order bits of the register","Stored in any of the bits at random","None of the mentioned","a"
"The status register of the 68000 has ____ condition codes.","7","4","5","8","c"
"The 68000 uses _____ address assignment.","Big Endian","Little Endian","X-Little Endian","X-Big Endian","a"
"The addresses generated by the 68000 is _____ bit.","32","16","24","42","c"
"As the instructions can deal with variable size operands we use ____________ to resolve this.","Delimiter","Size indicator mnemonic","Special assemblers","None of the mentioned","b"
"The starting address is denoted using _________ directive.","EQU","ORIGIN","ORG","PLACE","c"
"The constant can be declared using ___________ directive.","DATAWORD","PLACE","CONS","DC","d"
"To allocate a block of memory we use ___________ directive.","RESERVE","DS","DATAWORD","PLACE","b"
"The Branch instruction in 68000 provides how many types of offsets?","3","1","0","2","d"
"The purpose of using DBcc as a branch instruction is __________","It provides two conditions to be satisfied for a branch to occur","It provides a counter to check the number of times the branch as taken place","It is used to check the condition along with the branch condition","None of the mentioned","d"
"The 68000 uses ____________ method to access I/O devices buffers.","Memory mapped","I/O mapped","Buffer mapped","None of the mentioned","a"
"____________ instruction is used to set up a frame pointer for the subroutines in 68000.","CREATE","LINK","UNLK","FRAME","b"
"The LINK instruction is always followed by ____________ instruction.","MOV","UNLK","ORG","MOVEM","d"
"The main importance of ARM micro-processors is providing operation with ______","Low cost and low power consumption","Higher degree of multi-tasking","Lower error or glitches","Efficient memory management","a"
"The address system supported by ARM systems is/are ___________","Little Endian","Big Endian","X-Little Endian","Both Little & Big Endian","d"
"The additional duplicate register used in ARM machines are called as _______","Copied-registers","Banked registers","EXtra registers","Extential registers","b"
"The addressing mode where the EA of the operand is the contents of Rn is ______","Pre-indexed mode","Pre-indexed with write back mode","Post-indexed mode","None of the mentioned","c"
"The instructions which are used to load or store multiple operands are called as __________","Banked instructions","Lump transfer instructions","Block transfer instructions","DMA instructions","c"
"The ability to shift or rotate in the same instruction along with other operation is performed with the help of _________","Switching circuit","Barrel switcher circuit","Integrated Switching circuit","Multiplexer circuit","b"
"___________ directive is used to name the register used for execution of an instruction.","ASSIGN","RN","NAME","DECLARE","b"
"The addressing method used in IA-32 is ____________","Little Endian","Big Endian","X-Little Endian","Both Little and Big Endian","a"
"The IA-32 architecture associates different parts of memory called __________ with different usages.","Frames","Pages","Tables","Segments","d"
"The register used to serve as PC is called as ___________","Indirection register","Instruction pointer","R-32","None of the mentioned","b"
"The instruction JG loop does ______","jumps to the memory location loop if the result of the most recent arithmetic op is even","jumps to the memory location loop if the result of the most recent arithmetic op is greater than 0","jumps to the memory location loop if the test condition is satisfied with the value of loop","none of the mentioned","b"
"__________ instruction is used to check the bit of the condition flags.","TEST","TB","CHECK","BT","d"
"SIMD stands for __________","Single Instruction Multiple Data","Simple Instruction Multiple Decoding","Sequential Instruction Multiple Decoding","System Information Mutable Data","a"
"The IA-32 system follows _________ design.","RISC","CISC","SIMD","None of the mentioned","b"
"The MMX (Multimedia Extension) operands are stored in __________","General purpose registers","Banked registers","Float point registers","Graphic registers","c"
"Explain what is meant by PRODUCT with reference to one of the eight principles as per the ACM/IEEE Code of Ethics ?","The product should be easy to use","Software engineers shall ensure that their products and related modifications meet the highest professional standards possible","Software engineers shall ensure that their products and related modifications satisfy the client","It means that the product designed /created should be easily available","b"
"Identify an ethical dilemma from the situations mentioned below:","Your employer releases a safety-critical system without finishing the testing of the system","Refusing to undertake a project","Agreement in principle with the policies of senior management","All of the mentioned","a"
"Efficiency in a software product does not include ________","responsiveness","licensing","memory utilization","processing time","b"
"The reason for software bugs and failures is due to","Software companies","Software Developers","Both Software companies and Developers","All of the mentioned","c"
"Which of these does not account for software failure ?","Increasing Demand","Low expectation","Increasing Supply","Less reliable and expensive","c"
"What are attributes of good software ?","Software maintainability","Software functionality","Software development","Software maintainability & functionality","d"
"Which of these software engineering activities are not a part of software processes ?","Software dependence","Software development","Software validation","Software specification","a"
"Which of these is incorrect ?","Software engineering belongs to Computer science","Software engineering is a part of more general form of System Engineering","Computer science belongs to Software engineering","Software engineering is concerned with the practicalities of developing  and delivering useful software","c"
"Which of these is true ?","Generic products and customized products are types of software products","Generic products are produced by organization and sold to open market","Customized products are commissioned by particular customer","All of the mentioned","d"
"Which of these does not affect different types of software  as a whole?","Heterogeneity","Flexibility","Business and social change","Security","b"
"The fundamental notions of software engineering does not account for ?","Software processes","Software Security","Software reuse","Software Validation","d"
"Which of these is not true ?","Web has led to availability of software services and possibility of developing highly distributed service based systems","Web based systems have led to degradation of programming languages","Web brings concept of software as service","Web based system should be developed and delivered incrementally","b"
"RAD stands for","Relative Application Development","Rapid Application Development","Rapid Application Document","None of the mentioned","b"
"Which one of the following models is not suitable for accommodating any change?","Build & Fix Model","Prototyping Model","RAD Model","Waterfall Model","d"
"Which is not one of the types of prototype of Prototyping Model?","Horizontal Prototype","Vertical Prototype","Diagonal Prototype","Domain Prototype","c"
"Which one of the following is not a phase of Prototyping Model?","Quick Design","Coding","Prototype Refinement","Engineer Product","b"
"Which of the following statements regarding Build & Fix Model is wrong?","No room for structured design","Code soon becomes unfixable & unchangeable","Maintenance is practically not possible","It scales up well to large projects","d"
"SDLC stands for","Software Development Life Cycle","System Development Life cycle","Software Design Life Cycle","System Design Life Cycle","a"
"Which model can be selected if user is involved in all the phases of SDLC?","Waterfall Model","Prototyping Model","RAD Model","both Prototyping Model & RAD Model","c"
"The Incremental Model is a result of combination of elements of which two models?","Build & FIX Model & Waterfall Model","Linear Model & RAD Model","Linear Model & Prototyping Model","Waterfall Model & RAD Model","c"
"What is the major advantage of using Incremental Model?","Customer can respond to each increment","Easier to test and debug","It is used when there is a need to get a product to the market early","Easier to test and debug & It is used when there is a need to get a product to the market early","d"
"The spiral model was originally proposed by","IBM","Barry Boehm","Pressman","Royce","b"
"How is Incremental Model different from Spiral Model?","Progress can be measured for Incremental Model","Changing requirements can be accommodated in Incremental Model","Users can see the system early in Incremental Model","All of the mentioned","a"
"Which of the following life cycle model can be chosen if the development team has less experience on similar projects?","Spiral","Waterfall","RAD","Iterative Enhancement Model","a"
"Choose the correct option from given below:","Prototyping Model facilitates reusability of components","RAD Model Model facilitates reusability of components","Both RAD & Prototyping Model facilitates reusability of components","None","c"
"4GL is an example of ______________ processing.","White Box","Black Box","Functional","Both Black Box & Functional","d"
"The 4GT Model is a package of ______________","CASE Tools","Software tools","Software Programs","None of the mentioned","b"
"Which of the following is not a type of a 4GL? One originating ______________","on Lisp machine","on report generators","from database query languages","from GUI creators","a"
"Which of the following 4GLs invented at IBM and subsequently adopted by ANSI and ISO as the standard language for managing structured data?","SQL","PROLOG","C","JAVA","a"
"Which of the following model has a major disadvantage in terms of the coding phase of a software life cycle model ?","Spiral Model","Waterfall Model","Rad Model","4GT Model","d"
"Which one of the following is not an application of embedded software product?","keypad control of a security system","pattern recognition game playing","digital function of dashboard display in a car","none of the mentioned","b"
"Purpose of process is to deliver software","in time","with acceptable quality","that is cost efficient","both in time & with acceptable quality","d"
"Which of the following activities of a Generic Process framework provides a feedback report?","Communication","Planning","Modeling & Construction","Deployment","d"
"Four types of change are encountered during the support phase.Which one of the following is not one that falls into such category?","Translation","Correction","Adaptation","Prevention","a"
"Choose an internal software quality from given below:","scalability","usability","reusability","reliability","c"
"Which phase of the RUP is used to establish a business case for the system ?","Transition","Elaboration","Construction","Inception","d"
"Which one of the following is not a fundamental activity for software processes in software engineering ?","Software Verification","Software Validation","Software design and implementation","Software evolution","a"
"The longer a fault exists in software","the more tedious its removal becomes","the more costly it is to detect and correct","the less likely it is to be properly corrected","All of the mentioned","d"
"Agile Software Development is based on","Incremental Development","Iterative Development","Linear Development","Both Incremental and Iterative Development","d"
"How many phases are there in Scrum ?","Two","Three","Four","Scrum is an agile method which means it does not have phases","b"
"Which of the following does not apply to agility to a software process?","Uses incremental product delivery strategy","Only essential work products are produced","Eliminate the use of project planning and testing","All of the mentioned","c"
"In XP Increments are delivered to customers every _______ weeks.","One","Two","Three","Four","b"
"User requirements are expressed as __________ in Extreme Programming.","implementation tasks","functionalities","scenarios","none of the mentioned","c"
"Is a customer involved test development and validation in XP ?","Yes","No","It may vary from Customer to Customer","None of the mentioned","c"
"Select the developer-specific requirement ?","Portability","Maintainability","Availability","Both Portability and Maintainability","d"
"Which one of the following is not a step of requirement engineering?","elicitation","design","analysis","documentation","b"
"FAST stands for","Functional Application Specification Technique","Fast Application Specification Technique","Facilitated Application Specification Technique","None of the mentioned","c"
"QFD stands for","quality function design","quality function development","quality function deployment","none of the mentioned","c"
"The user system requirements are the parts of which document ?","SDD","SRS","DDD","SRD","b"
"Which is one of the most important stakeholder from the following ?","Entry level personnel","Middle level stakeholder","Managers","Users of the software","d"
"How many classification schemes have been developed for NFRs ?","Two","Three","Four","Five","d"
"Choose the correct statement on how NFRs integrates with Rational Unified Process ?","System responds within 4 seconds on average to local user requests and changes in the environment","System responds within 4 seconds on average to remote user requests and changes in the environment","All of the mentioned","None of the mentioned","b"
"What kind of approach was introduced for elicitation and modelling to give a functional view of the system ?","Object Oriented Design (by Booch)","Use Cases (by Jacobson)","Fusion (by Coleman)","Object Modeling Technique (by Rumbaugh)","b"
"What are the kinds of actors used in OOSE ?","Primary","Secondary","Ternary","Both Primary and Secondary","d"
"Why is Requirements Elicitation a difficult task ?","Problem of scope","Problem of understanding","Problem of volatility","All of the mentioned","d"
"What requirement gathering method developed at IBM in 1970s is used for managing requirement elicitation ?","JAD","Traceability","FAST","Both JAD and Traceability","d"
"How many Scenarios are there in elicitation activities ?","One","Two","Three","Four","d"
"What is the major drawback of CORE ?","Requirements are comprehensive","NFRs are not given enough importance","Role of analyst is passive","All of the mentioned","c"
"Choose a framework that corresponds to Issue Based Information System (IBIS).","Idea -> Question -> Argument","Question -> Idea -> Argument","Issue -> Position -> Justification","Both Question -> Idea -> Argument and Issue -> Position -> Justification","d"
"How is CORE different from IBIS ?","Iterative in nature","Redundancies are removed","It is simple and an easier method to use","Consistency problems are addressed in CORE","d"
"Which of the following Requirement Elicitation Techniques removes the poor understanding of application domain and lack of common terminology between the users and the analysts ?","FODA","CORE","IBIS","Prototyping","a"
"How many steps are involved in Feature Oriented Domain Analysis (FODA) ?","Two","Three","Four","Five","b"
"Which one of the following is not an actor in JAD sessions ?","User","Tester","Scribe","Sponsor","b"
"What of the following is not an output of a JAD session ?","Context Diagrams","DFDs","ER model","UML diagrams","d"
"How is throwaway prototype different from evolutionary prototype ?","It involves successive steps","It involves just one task","The prototype is built with the idea that it will eventually be converted into final system","It has a shorter development time","b"
"Keeping the requirements of QFD in mind which of the following is not an example of an Expected Requirement ?","Ease of software installation","Overall operational correctness and reliability","Specific system functions","Quality graphical display","c"
"How many phases are there in Brainstorming ?","Two","Three","Four","All of the mentioned","b"
"How many feasibility studies is conducted in Requirement Analysis ?","Two","Three","Four","None of the mentioned","b"
"How many phases are there in Requirement Analysis ?","Three","Four","Five","Six","c"
"Requirements analysis is critical to the success of a development project.","True","False","Depends upon the size of project","None of the mentioned","a"
"The requirements that result from requirements analysis are typically expressed from one of three perspectives or views.WhaT is that perspective or view ?","Developer","User","Non-Functional","Physical","d"
"Coad and Yourdon suggested _______ selection characteristics that should be used as an analyst considers each potential object for inclusion in the requirement analysis model.","Three","Four","Five","Six","d"
"The SRS is said to be consistent if and only if","its structure and style are such that any changes to the requirements can be made easily while retaining the style and structure","every requirement stated therein is one that the software shall meet","every requirement stated therein is verifiable","no subset of individual requirements described in it conflict with each other","d"
"Which of the following statements about SRS is/are true ?","Only i is true","Both ii and iii are true","All are true","None of the mentioned","c"
"Which of the following is included in SRS ?","Cost","Design Constraints","Staffing","Delivery Schedule","b"
"Which of the following is not included in SRS ?","Performance","Functionality","Design solutions","External Interfaces","c"
"Which of the following is not a Requirement Management workbench tool ?","RTM","DOORS","Rational Suite","RDD 100","c"
"Which of the following is a requirement management activity ?","Investigation","Design","Construction and Test","All of the mentioned","d"
"Which model in system modelling depicts the dynamic behaviour of the system ?","Context Model","Behavioral Model","Data Model","Object Model","b"
"Which model in system modelling depicts the static nature of the system ?","Behavioral Model","Context Model","Data Model","Structural Model","d"
"Which perspective in system modelling shows the system or data architecture.","Structural perspective","Behavioral perspective","External perspective","All of the mentioned","a"
"The UML supports event-based modeling using ____________ diagrams.","Deployment","Collaboration","State chart","All of the mentioned","c"
"_________________ allows us to infer that different members of classes have some common characteristics.","Realization","Aggregation","Generalization","dependency","c"
"Which level of Entity Relationship Diagram (ERD) models all entities and relationships ?","Level 1","Level 2","Level 3","Level 4","b"
"Which of the following statement is incorrect regarding the Class-responsibility-collaborator (CRC) modeling ?","All use-case scenarios (and corresponding use-case diagrams) are organized into categories in CRC modelling","The review leader reads the use-case deliberately","Only developers in the review (of the CRC model) are given a subset of the CRC model index cards","All of the mentioned","c"
"The Incremental Model is combination of elements of","Build & FIX Model & Waterfall Model","Linear Model & RAD Model","Linear Model & Prototyping Model","Waterfall Model & RAD Model","c"
"Model preferred to create client/server applications is","WINWIN Spiral Model","Spiral Model","Concurrent Model","Incremental Model","c"
"Spiral model was developed by","Victor Bisili","Berry Boehm","Bev Littlewood","Roger Pressman","b"
"Software evolution does not comprises:","Development activities","Negotiating with client","Maintenance activities","Re-engineering activities","b"
"Processes for evolving a software product depend on:","Type of software to be maintained","Development processes used","Skills and experience of the people involved","All of the mentioned","d"
"Which technique is applied to ensure the continued evolution of legacy systems ?","Forward engineering","Reverse Engineering","Reengineering","Reverse Engineering and Reengineering","d"
"Program modularization and Source code translation are the activities of_____________","Forward engineering","Reverse Engineering","Reengineering","Reverse Engineering and Reengineering","c"
"Which property of a sociotechnical system varies depending on how the component assemblies are arranged and connected?","security","usability","volume","reliability","c"
"There are ________ overlapping stages in the lifetime of large and complex sociotechnical systems.","two","three","four","five","b"
"An erroneous system state that can lead to system behavior that is unexpected by system users is known as?","Human error or mistake","System fault","System error","System failure","c"
"An event that occurs at some point in time when the system does not deliver a service as expected by its users is called _____________","Human error or mistake","System fault","System error","System failure","d"
"A chemical plant system may detect excessive pressure and open a relief valve to reduce these pressures before an explosion occurs. What kind of dependability and security issue the example states?","Hazard avoidance","Damage limitation","Hazard detection","Hazard detection and removal","d"
"An aircraft engine normally includes automatic fire extinguishers.What kind of dependability and security issue the example states?","Hazard avoidance","Damage limitation","Hazard detection","Hazard detection and removal","b"
"An assessment of the worst possible damage that could result from a particular hazard is known as","Risk","Hazard probability","Hazard severity","Mishap","c"
"which of the following terms is a measure of the probability that the system will cause an accident?","Risk","Hazard probability","Accident","Damage","a"
"A weakness in a computer-based system that may be exploited to cause loss or harm is known as?","Vulnerability","Attack","Threat","Exposure","a"
"Consider a case where the system is unavailable and cannot deliver its services to users. What type of failure is being described here?","Loss of service","Incorrect service delivery","System/data corruption","None of the mentioned","a"
"Consider a case where the failure of the system causes damage to the system itself or it data. What type of failure is being described here?","Loss of service","Incorrect service delivery","System/data corruption","None of the mentioned","c"
"POFOD stands for","Possibility of failure of  data","Probability of failure of data","Possibility of failure on demand","Probability of failure on demand","d"
"Which reliability metric sets out the probable number of system failures that are likely to be observed relative to a certain time period?","POFOD","ROCOF","AVAIL","None of the mentioned","b"
"Which of the following is not a functional reliability requirement for a system?","Checking requirements","Recovery requirements","Redundancy requirements","Ambiguous requirements","d"
"Which reliability requirements are concerned with maintaining copies of the system?","Checking requirements","Recovery requirements","Redundancy requirements","Ambiguous requirements","b"
"What is the term for development process organised such that faults in the system are detected and repaired before delivery to the customer ?","Fault Avoidance","Fault detection","Fault tolerance","None of the mentioned","a"
"What is the term for a system that is designed such that the faults in the delivered software do not result in system failure ?","Fault Avoidance","Fault detection","Fault tolerance","None of the mentioned","c"
"Which of the following is not a Protection system ?","System to stop a train if it passes a red light","System to indicate not returning of the library book","System to shut down a reactor if temperature/pressure are too high","None of the mentioned","b"
"Which of the following is a Strategy to achieve Software diversity ?","Different programming languages","Different design methods and tools","Explicit specification of different algorithms","All of the mentioned","d"
"Which of the following is a bad practice of Dependable programming ?","Limit the visibility of information in a program","Check array bounds","Check all inputs for validity","None of the mentioned","d"
"What is a Range check?","Check that the input does not exceed some maximum size e.g. 40 characters for a name","Check that the input falls within a known range","Use information about the input to check if it is reasonable rather than an extreme value","None of the mentioned","b"
"What are security controls ?","Controls that are intended to ensure that attacks are unsuccessful","Controls that are intended to detect and repel attacks","Controls that are intended to support recovery from problems","All of the mentioned","d"
"Controls that are intended to repel attacks is analogous to ____________ in dependability engineering.","Fault avoidance","Fault tolerance","Fault detection","None of the mentioned","b"
"Controls that are intended to ensure that attacks are unsuccessful is analogous to ____________ in dependability engineering.","Fault avoidance","Fault tolerance","Fault detection","Fault Recovery","a"
"What is Life cycle risk assessment ?","Risk assessment before the system has been deployed","Risk assessment while the system is being developed","All of the mentioned","None of the mentioned","c"
"A system resource that has a value and has to be protected is known as","Asset","Control","Vulnerability","None of the mentioned","a"
"The records of each patient that is receiving or has received treatment resembles which security concept ?","Asset","Threat","Vulnerability","Control","a"
"Circumstances that have potential to cause loss or harm is known as","Attack","Threat","Vulnerability","Control","b"
"Which of the following is a technique covered in Static Analysis ?","Formal verification","Model checking","Automated program analysis","All of the mentioned","d"
"Select the disadvantage of using Formal methods","Concurrent systems can be analysed to discover race conditions that might lead to deadlock","Producing a mathematical specification requires a detailed analysis of the requirements","They require the use of specialised notations that cannot be understood by domain experts","All of the mentioned","c"
"Which of the following is incorrect with respect to Model Checking?","Model checking is particularly valuable for verifying concurrent systems","Model checking is computationally very inexpensive","The model checker explores all possible paths through the model","All of the mentioned","b"
"Which tool is use for structured designing ?","Program flowchart","Structure chart","Data-flow diagram","Module","b"
"A step by step instruction used to solve a problem is known as","Sequential structure","A List","A plan","An Algorithm","d"
"Actual programming of software code is done during the ____________ step in the SDLC.","Maintenance and Evaluation","Design","Analysis","Development and Documentation","d"
"Who designs and implement database structures.","Programmers","Project managers","Technical writers","Database administrators","d"
"____________ is the process of translating a task into a series of commands that a computer will use to perform that task.","Project design","Installation","Systems analysis","Programming","d"
"Debugging is:","creating program code","finding and correcting errors in the program code","identifying the task to be computerized","creating the algorithm","b"
"The importance of software design can be summarized in a single word which is:","Efficiency","Accuracy","Quality","Complexity","c"
"Cohesion is a qualitative indication of the degree to which a module","can be written more compactly","focuses on just one thing","is able to complete its function in a timely manner","is connected to other modules and the outside world","b"
"Coupling is a qualitative indication of the degree to which a module","can be written more compactly","focuses on just one thing","is able to complete its function in a timely manner","is connected to other modules and the outside world","d"
"Which of the property of software modularity is incorrect with respect to benefits software modularity?","Modules are robust","Module can use other modules","Modules Can be separately compiled and stored in a library","Modules are mostly dependent","d"
"_______________ is a measure of the degree of interdependence between modules.","Cohesion","Coupling","None of the mentioned","All of the mentioned","b"
"Which of the following is the best type of module coupling?","Control Coupling","Stamp Coupling","Data Coupling","Content Coupling","c"
"Which of the following is the worst type of module coupling?","Control Coupling","Stamp Coupling","External Coupling","Content Coupling","c"
